"smCOG name","main annotation","TAILORING","TRANSPORT","CORE","REGULATOR","OTHER"
"SMCOG13439","OTHER","0","0","0","0","15"
"SMCOG13440","OTHER","0","0","0","0","15"
"SMCOG13441","OTHER","0","0","0","2","13"
"SMCOG13442","OTHER","0","1","0","0","14"
"SMCOG13443","OTHER","0","0","0","0","15"
"SMCOG13444","OTHER","0","0","0","1","14"
"SMCOG13445","OTHER","0","0","0","0","15"
"SMCOG13446","OTHER","0","0","0","0","15"
"SMCOG13447","OTHER","0","0","0","0","15"
"SMCOG13448","OTHER","1","0","0","0","14"
"SMCOG13449","TAILORING","10","0","0","0","5"
"SMCOG13450","OTHER","1","0","0","0","14"
"SMCOG13451","OTHER","0","0","0","0","15"
"SMCOG13452","TAILORING","11","0","0","0","4"
"SMCOG13453","OTHER","3","0","0","0","12"
"SMCOG13454","TRANSPORT","0","8","0","0","7"
"SMCOG13455","OTHER","0","0","0","0","15"
"SMCOG13456","OTHER","0","0","0","0","15"
"SMCOG13457","OTHER","0","0","0","0","15"
"SMCOG13458","TAILORING","14","0","0","0","1"
"SMCOG13459","OTHER","0","0","0","0","15"
"SMCOG13460","OTHER","0","0","0","0","15"
"SMCOG13461","TRANSPORT","0","10","0","0","5"
"SMCOG13462","OTHER","0","0","0","0","15"
"SMCOG13463","TRANSPORT","0","9","0","0","6"
"SMCOG13464","MIXED","6","0","0","0","9"
"SMCOG13465","OTHER","0","0","0","0","15"
"SMCOG13466","TAILORING","7","0","0","0","8"
"SMCOG13467","OTHER","0","0","0","0","15"
"SMCOG13468","OTHER","0","0","0","0","15"
"SMCOG13469","TRANSPORT","0","10","0","0","5"
"SMCOG13470","OTHER","0","0","0","0","15"
"SMCOG13471","OTHER","0","0","0","0","15"
"SMCOG13472","OTHER","0","0","0","0","15"
"SMCOG13473","OTHER","2","0","0","0","13"
"SMCOG13474","OTHER","0","0","0","4","11"
"SMCOG13475","TAILORING","14","0","0","0","1"
"SMCOG13476","OTHER","0","0","0","0","15"
"SMCOG13477","OTHER","4","0","0","0","11"
"SMCOG13478","OTHER","1","0","0","0","14"
"SMCOG13479","TAILORING","13","0","0","0","2"
"SMCOG13480","OTHER","0","0","0","0","15"
"SMCOG13481","CORE","0","0","9","0","6"
"SMCOG13482","OTHER","1","0","0","0","14"
"SMCOG13483","TAILORING","7","0","0","0","8"
"SMCOG13484","OTHER","0","0","0","1","14"
"SMCOG13485","MIXED","0","0","0","6","9"
"SMCOG13486","OTHER","3","0","0","0","12"
"SMCOG13487","TAILORING","8","0","0","0","7"
"SMCOG13488","OTHER","0","0","0","0","15"
"SMCOG13489","OTHER","0","0","0","4","11"
"SMCOG13490","OTHER","0","0","0","0","15"
"SMCOG13491","TRANSPORT","0","7","0","0","8"
"SMCOG13492","OTHER","0","0","0","0","15"
"SMCOG13493","OTHER","0","0","0","0","15"
"SMCOG13494","OTHER","0","2","0","0","13"
"SMCOG13495","TAILORING","7","0","0","0","8"
"SMCOG13496","OTHER","0","0","0","0","15"
"SMCOG13497","REGULATOR","0","0","0","15","0"
"SMCOG13498","OTHER","0","0","0","0","15"
"SMCOG13499","OTHER","0","0","0","0","15"
"SMCOG13500","OTHER","0","0","0","0","15"
"SMCOG13501","OTHER","0","0","0","0","15"
"SMCOG13502","OTHER","0","0","0","0","15"
"SMCOG13503","OTHER","0","0","0","0","15"
"SMCOG13504","OTHER","0","0","0","0","15"
"SMCOG13505","OTHER","0","0","0","0","15"
"SMCOG13506","OTHER","0","0","0","1","14"
"SMCOG13507","REGULATOR","0","0","0","10","5"
"SMCOG13508","OTHER","0","0","0","0","15"
"SMCOG13509","OTHER","0","0","0","0","15"
"SMCOG13510","OTHER","0","0","0","0","15"
"SMCOG13511","OTHER","0","0","0","0","15"
"SMCOG13512","OTHER","0","0","0","0","15"
"SMCOG13513","OTHER","0","0","0","0","15"
"SMCOG13514","OTHER","0","0","0","0","15"
"SMCOG13515","TAILORING","15","0","0","0","0"
"SMCOG13516","OTHER","1","0","0","0","14"
"SMCOG13517","OTHER","0","0","0","0","15"
"SMCOG13518","TRANSPORT","0","10","0","0","5"
"SMCOG13519","MIXED","6","0","0","0","9"
"SMCOG13520","OTHER","0","0","0","0","15"
"SMCOG13521","TAILORING","13","0","0","0","2"
"SMCOG13522","OTHER","0","0","0","0","15"
"SMCOG13523","OTHER","1","2","0","0","12"
"SMCOG13524","OTHER","0","0","0","0","15"
"SMCOG13525","TRANSPORT","0","13","0","0","2"
"SMCOG13526","OTHER","2","0","0","0","13"
"SMCOG13527","OTHER","0","0","0","0","15"
"SMCOG13528","OTHER","0","0","0","0","15"
"SMCOG13529","TAILORING","7","0","0","0","8"
"SMCOG13530","OTHER","5","0","0","0","10"
"SMCOG13531","OTHER","0","0","0","0","15"
"SMCOG13532","OTHER","0","0","0","0","15"
"SMCOG13533","OTHER","0","0","0","0","15"
"SMCOG13534","OTHER","0","0","0","0","15"
"SMCOG13535","MIXED","4","0","2","0","9"
"SMCOG13536","OTHER","0","0","0","0","15"
"SMCOG13537","OTHER","0","0","0","0","15"
"SMCOG13538","OTHER","0","0","0","0","15"
"SMCOG13539","OTHER","0","0","0","0","15"
"SMCOG13540","OTHER","0","0","0","2","13"
"SMCOG13541","OTHER","0","0","0","0","15"
"SMCOG13542","OTHER","3","0","0","0","12"
"SMCOG13543","REGULATOR","0","0","0","11","4"
"SMCOG13544","OTHER","0","0","0","0","15"
"SMCOG13545","OTHER","0","0","0","0","15"
"SMCOG13546","OTHER","4","0","0","0","11"
"SMCOG13547","OTHER","4","0","0","0","11"
"SMCOG13548","OTHER","2","0","0","0","13"
"SMCOG13549","OTHER","0","0","0","0","15"
"SMCOG13550","TRANSPORT","0","8","0","0","7"
"SMCOG13551","TAILORING","12","1","0","0","2"
"SMCOG13552","OTHER","0","0","0","0","15"
"SMCOG13553","OTHER","0","0","0","0","15"
"SMCOG13554","OTHER","0","0","0","0","15"
"SMCOG13555","OTHER","0","0","0","0","15"
"SMCOG13556","OTHER","0","0","0","0","15"
"SMCOG13557","OTHER","1","0","0","0","14"
"SMCOG13558","OTHER","0","0","0","0","15"
"SMCOG13559","MIXED","5","1","0","0","9"
"SMCOG13560","MIXED","0","0","6","0","9"
"SMCOG13561","OTHER","0","0","0","0","15"
"SMCOG13562","OTHER","0","0","0","0","15"
"SMCOG13563","OTHER","0","5","0","0","10"
"SMCOG13564","TAILORING","10","0","0","0","5"
"SMCOG13565","OTHER","0","0","0","0","15"
"SMCOG13566","TAILORING","9","0","0","0","6"
"SMCOG13567","OTHER","0","0","0","0","15"
"SMCOG13568","OTHER","0","0","0","0","15"
"SMCOG13569","OTHER","0","0","0","0","15"
"SMCOG13570","OTHER","0","0","0","0","15"
"SMCOG13571","OTHER","0","0","0","0","15"
"SMCOG13572","OTHER","0","0","0","0","15"
"SMCOG13573","TAILORING","10","0","0","0","5"
"SMCOG13574","OTHER","0","0","0","0","15"
"SMCOG13575","OTHER","0","0","0","0","15"
"SMCOG13576","TAILORING","12","0","0","0","3"
"SMCOG13577","OTHER","0","0","0","0","15"
"SMCOG13578","OTHER","0","0","0","0","15"
"SMCOG13579","OTHER","0","0","0","0","15"
"SMCOG13580","OTHER","0","0","0","0","15"
"SMCOG13581","OTHER","0","0","0","0","15"
"SMCOG13582","OTHER","0","0","0","0","15"
"SMCOG13583","OTHER","0","0","0","0","15"
"SMCOG13584","OTHER","0","0","0","0","15"
"SMCOG13585","OTHER","0","0","0","0","15"
"SMCOG13586","OTHER","0","0","0","0","15"
"SMCOG13587","OTHER","0","0","0","0","15"
"SMCOG13588","OTHER","0","0","0","0","15"
"SMCOG13589","OTHER","0","0","0","0","15"
"SMCOG13590","REGULATOR","0","0","0","14","1"
"SMCOG13591","OTHER","0","2","0","0","13"
"SMCOG13592","TAILORING","7","0","0","0","8"
"SMCOG13593","OTHER","0","0","0","0","15"
"SMCOG13594","OTHER","0","4","0","0","11"
"SMCOG13595","OTHER","1","0","0","0","14"
"SMCOG13596","TAILORING","14","0","0","0","1"
"SMCOG13597","OTHER","0","0","0","0","15"
"SMCOG13598","OTHER","0","0","0","0","15"
"SMCOG13599","OTHER","0","0","0","0","15"
"SMCOG13600","OTHER","0","0","0","0","15"
"SMCOG13601","OTHER","0","0","0","0","15"
"SMCOG13602","OTHER","0","0","0","0","15"
"SMCOG13603","OTHER","0","0","0","0","15"
"SMCOG13604","OTHER","0","0","0","0","15"
"SMCOG13605","REGULATOR","0","0","0","15","0"
"SMCOG13606","OTHER","0","0","0","0","15"
"SMCOG13607","OTHER","0","0","0","0","15"
"SMCOG13608","OTHER","0","0","0","0","15"
"SMCOG13609","OTHER","0","0","0","0","15"
"SMCOG13610","OTHER","0","0","0","0","15"
"SMCOG13611","OTHER","0","0","0","0","15"
"SMCOG13612","OTHER","0","0","0","1","14"
"SMCOG13613","OTHER","1","0","0","0","14"
"SMCOG13614","OTHER","0","4","0","0","11"
"SMCOG13615","OTHER","0","0","0","0","15"
"SMCOG13616","OTHER","0","0","0","0","15"
"SMCOG13617","OTHER","0","0","0","0","15"
"SMCOG13618","OTHER","0","0","0","0","15"
"SMCOG13619","OTHER","0","0","0","0","15"
"SMCOG13620","OTHER","0","1","0","0","14"
"SMCOG13621","OTHER","0","0","0","0","15"
"SMCOG13622","CORE","0","0","8","0","6"
"SMCOG13623","OTHER","0","0","0","0","14"
"SMCOG13624","OTHER","3","1","0","0","10"
"SMCOG13625","REGULATOR","0","0","0","7","7"
"SMCOG13626","OTHER","0","0","0","0","14"
"SMCOG13627","OTHER","0","0","0","0","14"
"SMCOG13628","OTHER","0","0","0","0","14"
"SMCOG13629","OTHER","0","0","0","0","14"
"SMCOG13630","TAILORING","14","0","0","0","0"
"SMCOG13631","OTHER","0","0","0","0","14"
"SMCOG13632","OTHER","0","0","0","0","14"
"SMCOG13633","REGULATOR","0","0","0","9","5"
"SMCOG13634","OTHER","0","0","0","0","14"
"SMCOG13635","OTHER","0","0","0","0","14"
"SMCOG13636","OTHER","0","0","0","0","14"
"SMCOG13637","REGULATOR","0","0","0","13","1"
"SMCOG13638","REGULATOR","0","0","0","14","0"
"SMCOG13639","OTHER","0","0","0","0","14"
"SMCOG13640","OTHER","1","0","0","0","13"
"SMCOG13641","OTHER","0","0","0","0","14"
"SMCOG13642","TAILORING","10","0","0","0","4"
"SMCOG13643","CORE","0","0","10","0","4"
"SMCOG13644","CORE","0","0","11","0","3"
"SMCOG13645","OTHER","3","0","0","0","11"
"SMCOG13646","OTHER","0","0","0","5","9"
"SMCOG13647","OTHER","2","0","0","0","12"
"SMCOG13648","TAILORING","7","0","0","0","7"
"SMCOG13649","TRANSPORT","0","11","0","0","3"
"SMCOG13650","OTHER","0","0","0","0","14"
"SMCOG13651","OTHER","0","0","0","0","14"
"SMCOG13652","OTHER","0","0","0","0","14"
"SMCOG13653","CORE","0","0","10","0","4"
"SMCOG13654","TAILORING","9","0","0","0","5"
"SMCOG13655","TAILORING","13","0","0","0","1"
"SMCOG13656","TRANSPORT","0","8","0","0","6"
"SMCOG13657","OTHER","0","0","0","0","14"
"SMCOG13658","OTHER","0","0","0","0","14"
"SMCOG13659","OTHER","3","0","0","0","11"
"SMCOG13660","REGULATOR","0","0","0","14","0"
"SMCOG13661","TAILORING","9","0","0","0","5"
"SMCOG13662","TAILORING","9","0","0","0","5"
"SMCOG13663","OTHER","0","0","0","0","14"
"SMCOG13664","TRANSPORT","0","8","0","0","6"
"SMCOG13665","OTHER","0","0","0","0","14"
"SMCOG13666","OTHER","0","0","0","0","14"
"SMCOG13667","OTHER","0","0","0","0","14"
"SMCOG13668","OTHER","0","0","0","0","14"
"SMCOG13669","OTHER","0","0","0","0","14"
"SMCOG13670","TAILORING","11","0","0","0","3"
"SMCOG13671","TAILORING","8","0","0","0","6"
"SMCOG13672","OTHER","0","0","0","0","14"
"SMCOG13673","OTHER","1","0","0","1","12"
"SMCOG13674","OTHER","0","0","0","0","14"
"SMCOG13675","OTHER","5","0","0","0","9"
"SMCOG13676","OTHER","0","0","0","0","14"
"SMCOG13677","OTHER","0","0","0","0","14"
"SMCOG13678","OTHER","0","0","0","0","14"
"SMCOG13679","REGULATOR","0","0","0","10","4"
"SMCOG13680","OTHER","0","0","0","0","14"
"SMCOG13681","OTHER","5","0","0","0","9"
"SMCOG13682","OTHER","0","0","0","0","14"
"SMCOG13683","OTHER","0","0","0","0","14"
"SMCOG13684","TRANSPORT","0","10","0","0","4"
"SMCOG13685","OTHER","0","0","0","0","14"
"SMCOG13686","OTHER","0","0","0","0","14"
"SMCOG13687","OTHER","0","0","0","0","14"
"SMCOG13688","OTHER","0","0","0","0","14"
"SMCOG13689","OTHER","0","0","0","0","14"
"SMCOG13690","OTHER","5","0","0","0","9"
"SMCOG13691","OTHER","1","0","0","0","13"
"SMCOG13692","OTHER","0","0","0","0","14"
"SMCOG13693","OTHER","1","0","0","0","13"
"SMCOG13694","OTHER","0","0","3","0","11"
"SMCOG13695","OTHER","0","0","0","0","14"
"SMCOG13696","TRANSPORT","0","7","0","0","7"
"SMCOG13697","OTHER","0","0","0","0","14"
"SMCOG13698","OTHER","0","2","0","0","12"
"SMCOG13699","OTHER","0","0","0","0","14"
"SMCOG13700","TRANSPORT","0","7","0","0","7"
"SMCOG13701","OTHER","0","0","0","0","14"
"SMCOG13702","OTHER","0","0","0","0","14"
"SMCOG13703","OTHER","0","0","0","0","14"
"SMCOG13704","OTHER","0","0","0","0","14"
"SMCOG13705","OTHER","0","0","0","0","14"
"SMCOG13706","OTHER","0","0","0","0","14"
"SMCOG13707","OTHER","0","0","0","0","14"
"SMCOG13708","TAILORING","11","0","0","0","3"
"SMCOG13709","OTHER","0","0","0","0","14"
"SMCOG13710","TRANSPORT","0","11","0","0","3"
"SMCOG13711","OTHER","4","0","0","0","10"
"SMCOG13712","OTHER","0","0","0","0","14"
"SMCOG13713","OTHER","0","0","0","0","14"
"SMCOG13714","OTHER","0","0","0","0","14"
"SMCOG13715","OTHER","0","0","0","0","14"
"SMCOG13716","REGULATOR","0","0","0","12","2"
"SMCOG13717","OTHER","0","0","0","0","14"
"SMCOG13718","OTHER","0","0","0","0","14"
"SMCOG13719","OTHER","0","0","0","0","14"
"SMCOG13720","OTHER","4","0","0","0","10"
"SMCOG13721","OTHER","0","0","0","0","14"
"SMCOG13722","TAILORING","11","0","0","0","3"
"SMCOG13723","REGULATOR","0","0","0","9","5"
"SMCOG13724","OTHER","0","0","0","1","13"
"SMCOG13725","TAILORING","6","0","0","0","8"
"SMCOG13726","OTHER","0","0","0","0","14"
"SMCOG13727","TRANSPORT","0","11","0","1","2"
"SMCOG13728","OTHER","0","0","0","0","14"
"SMCOG13729","OTHER","0","0","0","0","14"
"SMCOG13730","TAILORING","12","0","2","0","0"
"SMCOG13731","OTHER","0","0","0","0","14"
"SMCOG13732","TRANSPORT","3","8","0","0","3"
"SMCOG13733","TRANSPORT","0","8","0","0","6"
"SMCOG13734","TAILORING","13","0","0","0","1"
"SMCOG13735","OTHER","0","0","0","0","14"
"SMCOG13736","TRANSPORT","0","7","0","0","7"
"SMCOG13737","OTHER","0","1","0","0","13"
"SMCOG13738","OTHER","0","0","0","0","14"
"SMCOG13739","OTHER","0","0","0","0","14"
"SMCOG13740","OTHER","0","0","0","0","14"
"SMCOG13741","OTHER","0","0","0","0","14"
"SMCOG13742","OTHER","3","0","0","1","10"
"SMCOG13743","OTHER","0","0","0","0","14"
"SMCOG13744","OTHER","0","0","0","0","14"
"SMCOG13745","OTHER","0","0","0","0","14"
"SMCOG13746","OTHER","0","0","0","0","14"
"SMCOG13747","TRANSPORT","0","10","0","0","4"
"SMCOG13748","TAILORING","9","0","0","0","5"
"SMCOG13749","OTHER","0","0","0","0","14"
"SMCOG13750","OTHER","0","0","0","0","14"
"SMCOG13751","OTHER","4","0","0","0","10"
"SMCOG13752","OTHER","0","0","0","0","14"
"SMCOG13753","OTHER","0","0","0","0","14"
"SMCOG13754","OTHER","0","0","0","0","14"
"SMCOG13755","OTHER","0","0","0","0","14"
"SMCOG13756","OTHER","0","0","0","0","14"
"SMCOG13757","TAILORING","13","0","0","0","1"
"SMCOG13758","OTHER","0","0","0","0","14"
"SMCOG13759","OTHER","0","0","0","0","14"
"SMCOG13760","OTHER","0","0","0","0","14"
"SMCOG13761","TRANSPORT","0","12","0","0","2"
"SMCOG13762","REGULATOR","0","0","0","13","1"
"SMCOG13763","OTHER","0","0","0","0","14"
"SMCOG13764","OTHER","0","0","0","0","14"
"SMCOG13765","OTHER","0","0","0","0","14"
"SMCOG13766","OTHER","4","0","0","0","10"
"SMCOG13767","OTHER","0","0","0","2","12"
"SMCOG13768","OTHER","0","0","0","0","14"
"SMCOG13769","TAILORING","14","0","0","0","0"
"SMCOG13770","TAILORING","11","0","0","0","3"
"SMCOG13771","OTHER","0","0","0","0","14"
"SMCOG13772","OTHER","0","0","0","0","14"
"SMCOG13773","OTHER","0","0","0","0","14"
"SMCOG13774","OTHER","0","0","0","0","14"
"SMCOG13775","OTHER","0","0","0","0","14"
"SMCOG13776","TAILORING","10","0","0","0","4"
"SMCOG13777","OTHER","1","0","0","0","13"
"SMCOG13778","OTHER","0","0","0","0","14"
"SMCOG13779","TRANSPORT","2","6","0","0","6"
"SMCOG13780","OTHER","1","0","0","0","13"
"SMCOG13781","TAILORING","6","0","0","0","8"
"SMCOG13782","TRANSPORT","0","7","0","0","7"
"SMCOG13783","OTHER","0","0","0","0","14"
"SMCOG13784","OTHER","0","0","0","0","14"
"SMCOG13785","OTHER","0","0","0","0","14"
"SMCOG13786","OTHER","0","0","0","0","14"
"SMCOG13787","OTHER","3","0","0","0","11"
"SMCOG13788","OTHER","0","0","0","0","14"
"SMCOG13789","OTHER","0","0","0","0","14"
"SMCOG13790","OTHER","2","0","0","0","12"
"SMCOG13791","CORE","0","0","6","0","8"
"SMCOG13792","OTHER","0","0","0","0","14"
"SMCOG13793","OTHER","0","0","0","0","14"
"SMCOG13794","OTHER","0","0","0","0","14"
"SMCOG13795","OTHER","0","0","0","0","14"
"SMCOG13796","OTHER","0","0","0","0","14"
"SMCOG13797","OTHER","0","0","0","0","14"
"SMCOG13798","OTHER","0","0","0","0","14"
"SMCOG13799","OTHER","0","0","0","0","14"
"SMCOG13800","TAILORING","11","0","0","0","3"
"SMCOG13801","OTHER","0","0","0","0","14"
"SMCOG13802","REGULATOR","0","0","0","9","5"
"SMCOG13803","OTHER","1","0","0","0","13"
"SMCOG13804","OTHER","2","0","0","0","12"
"SMCOG13805","OTHER","2","0","0","0","12"
"SMCOG13806","TAILORING","12","0","0","0","2"
"SMCOG13807","TRANSPORT","1","11","0","0","2"
"SMCOG13808","OTHER","0","0","0","0","14"
"SMCOG13809","OTHER","0","0","0","0","14"
"SMCOG13810","OTHER","0","0","0","0","14"
"SMCOG13811","OTHER","0","0","0","0","13"
"SMCOG13812","OTHER","0","0","3","0","10"
"SMCOG13813","OTHER","0","0","0","0","13"
"SMCOG13814","OTHER","0","0","0","0","13"
"SMCOG13815","OTHER","0","0","0","1","12"
"SMCOG13816","CORE","0","0","7","0","6"
"SMCOG13817","OTHER","0","0","0","0","13"
"SMCOG13818","OTHER","0","0","0","0","13"
"SMCOG13819","OTHER","0","0","0","0","13"
"SMCOG13820","TAILORING","7","0","0","1","5"
"SMCOG13821","OTHER","0","0","0","0","13"
"SMCOG13822","REGULATOR","1","0","0","7","5"
"SMCOG13823","OTHER","0","0","0","0","13"
"SMCOG13824","OTHER","0","0","0","3","10"
"SMCOG13825","REGULATOR","0","0","0","9","4"
"SMCOG13826","REGULATOR","0","0","0","10","3"
"SMCOG13827","OTHER","0","0","0","0","13"
"SMCOG13828","TAILORING","11","0","0","0","2"
"SMCOG13829","OTHER","0","0","5","0","8"
"SMCOG13830","OTHER","0","0","0","0","13"
"SMCOG13831","OTHER","0","0","0","0","13"
"SMCOG13832","OTHER","0","0","0","0","13"
"SMCOG13833","OTHER","0","0","0","0","13"
"SMCOG13834","OTHER","0","1","0","0","12"
"SMCOG13835","OTHER","0","0","0","0","13"
"SMCOG13836","OTHER","1","1","0","0","11"
"SMCOG13837","OTHER","0","0","0","0","13"
"SMCOG13838","TAILORING","9","0","0","0","4"
"SMCOG13839","OTHER","0","0","0","0","13"
"SMCOG13840","TAILORING","9","0","0","0","4"
"SMCOG13841","OTHER","0","0","5","0","8"
"SMCOG13842","TRANSPORT","0","7","0","0","6"
"SMCOG13843","REGULATOR","0","0","0","7","6"
"SMCOG13844","OTHER","2","0","0","0","11"
"SMCOG13845","OTHER","0","0","2","1","10"
"SMCOG13846","OTHER","0","0","0","0","13"
"SMCOG13847","OTHER","0","0","5","0","8"
"SMCOG13848","OTHER","0","0","0","0","13"
"SMCOG13849","TAILORING","12","0","0","0","1"
"SMCOG13850","TAILORING","8","0","0","0","5"
"SMCOG13851","OTHER","0","0","0","0","13"
"SMCOG13852","REGULATOR","0","0","0","11","2"
"SMCOG13853","TRANSPORT","0","12","0","0","1"
"SMCOG13854","OTHER","0","0","0","0","13"
"SMCOG13855","TRANSPORT","0","11","0","0","2"
"SMCOG13856","OTHER","5","0","0","0","8"
"SMCOG13857","OTHER","0","0","0","0","13"
"SMCOG13858","OTHER","0","0","0","0","13"
"SMCOG13859","TRANSPORT","0","9","0","0","4"
"SMCOG13860","OTHER","0","0","0","0","13"
"SMCOG13861","OTHER","0","0","0","0","13"
"SMCOG13862","OTHER","0","0","0","0","13"
"SMCOG13863","OTHER","0","0","0","0","13"
"SMCOG13864","TAILORING","10","0","0","0","3"
"SMCOG13865","OTHER","5","0","0","0","8"
"SMCOG13866","OTHER","0","0","0","0","13"
"SMCOG13867","OTHER","2","0","0","0","11"
"SMCOG13868","OTHER","0","0","0","0","13"
"SMCOG13869","TAILORING","6","0","0","0","7"
"SMCOG13870","OTHER","3","0","0","0","10"
"SMCOG13871","OTHER","0","0","0","0","13"
"SMCOG13872","OTHER","0","0","0","0","13"
"SMCOG13873","OTHER","0","0","0","0","13"
"SMCOG13874","TAILORING","10","0","0","0","3"
"SMCOG13875","OTHER","1","0","0","0","12"
"SMCOG13876","TAILORING","13","0","0","0","0"
"SMCOG13877","OTHER","0","0","0","0","13"
"SMCOG13878","TAILORING","8","0","0","0","5"
"SMCOG13879","CORE","0","0","9","0","4"
"SMCOG13880","OTHER","0","0","0","0","13"
"SMCOG13881","TRANSPORT","0","11","0","0","2"
"SMCOG13882","OTHER","0","0","0","0","13"
"SMCOG13883","OTHER","4","0","0","0","9"
"SMCOG13884","OTHER","5","0","0","0","8"
"SMCOG13885","TAILORING","6","0","0","0","7"
"SMCOG13886","OTHER","0","0","0","0","13"
"SMCOG13887","REGULATOR","0","0","0","9","4"
"SMCOG13888","OTHER","0","0","0","0","13"
"SMCOG13889","OTHER","1","0","0","0","12"
"SMCOG13890","REGULATOR","0","0","0","13","0"
"SMCOG13891","OTHER","0","0","0","0","13"
"SMCOG13892","OTHER","0","0","0","0","13"
"SMCOG13893","OTHER","0","0","0","0","13"
"SMCOG13894","OTHER","0","0","0","0","13"
"SMCOG13895","OTHER","0","0","0","1","12"
"SMCOG13896","OTHER","0","0","0","0","13"
"SMCOG13897","TAILORING","6","0","0","0","7"
"SMCOG13898","OTHER","0","0","0","0","13"
"SMCOG13899","OTHER","0","0","0","0","13"
"SMCOG13900","OTHER","0","0","0","0","13"
"SMCOG13901","OTHER","0","0","0","0","13"
"SMCOG13902","OTHER","0","0","0","0","13"
"SMCOG13903","OTHER","0","0","2","1","10"
"SMCOG13904","OTHER","0","0","0","0","13"
"SMCOG13905","OTHER","0","0","0","0","13"
"SMCOG13906","OTHER","0","0","0","0","13"
"SMCOG13907","OTHER","1","0","0","0","12"
"SMCOG13908","OTHER","0","0","0","0","13"
"SMCOG13909","TAILORING","7","0","0","0","6"
"SMCOG13910","OTHER","0","0","0","0","13"
"SMCOG13911","OTHER","1","0","0","0","12"
"SMCOG13912","OTHER","0","0","0","3","10"
"SMCOG13913","OTHER","0","0","0","0","13"
"SMCOG13914","REGULATOR","0","0","0","11","2"
"SMCOG13915","OTHER","0","0","0","0","13"
"SMCOG13916","TAILORING","9","0","0","0","4"
"SMCOG13917","OTHER","0","0","0","0","13"
"SMCOG13918","OTHER","0","0","0","0","13"
"SMCOG13919","OTHER","3","0","0","1","9"
"SMCOG13920","OTHER","0","0","0","0","13"
"SMCOG13921","REGULATOR","0","0","0","8","5"
"SMCOG13922","OTHER","0","0","0","0","13"
"SMCOG13923","OTHER","0","0","0","0","13"
"SMCOG13924","OTHER","0","0","0","0","13"
"SMCOG13925","OTHER","0","0","0","0","13"
"SMCOG13926","OTHER","0","0","0","0","13"
"SMCOG13927","OTHER","0","0","0","0","13"
"SMCOG13928","REGULATOR","0","0","0","11","2"
"SMCOG13929","OTHER","0","0","0","0","13"
"SMCOG13930","TAILORING","9","0","0","0","4"
"SMCOG13931","OTHER","0","0","0","0","13"
"SMCOG13932","OTHER","0","0","0","0","13"
"SMCOG13933","TAILORING","12","0","0","0","1"
"SMCOG13934","OTHER","0","0","0","0","13"
"SMCOG13935","OTHER","0","0","0","1","12"
"SMCOG13936","OTHER","0","0","0","0","13"
"SMCOG13937","TAILORING","12","0","0","0","1"
"SMCOG13938","OTHER","0","0","0","0","13"
"SMCOG13939","OTHER","0","0","0","0","13"
"SMCOG13940","OTHER","0","0","0","0","13"
"SMCOG13941","OTHER","1","0","0","0","12"
"SMCOG13942","TAILORING","11","0","0","0","2"
"SMCOG13943","OTHER","1","1","0","0","11"
"SMCOG13944","OTHER","0","0","0","0","13"
"SMCOG13945","OTHER","0","0","0","0","13"
"SMCOG13946","OTHER","1","0","0","0","12"
"SMCOG13947","OTHER","0","0","0","0","13"
"SMCOG13948","OTHER","0","0","0","1","12"
"SMCOG13949","OTHER","0","0","0","0","13"
"SMCOG13950","OTHER","1","0","0","0","12"
"SMCOG13951","OTHER","0","0","0","4","9"
"SMCOG13952","OTHER","0","4","0","0","9"
"SMCOG13953","REGULATOR","0","0","0","13","0"
"SMCOG13954","TAILORING","12","0","0","0","1"
"SMCOG13955","TAILORING","6","0","0","0","7"
"SMCOG13956","TAILORING","13","0","0","0","0"
"SMCOG13957","OTHER","1","0","0","0","12"
"SMCOG13958","OTHER","0","0","0","0","13"
"SMCOG13959","OTHER","0","0","0","0","13"
"SMCOG13960","OTHER","0","0","0","0","13"
"SMCOG13961","OTHER","0","0","0","0","13"
"SMCOG13962","OTHER","0","0","0","0","13"
"SMCOG13963","OTHER","0","0","0","0","13"
"SMCOG13964","OTHER","0","0","0","0","13"
"SMCOG13965","OTHER","0","0","0","0","13"
"SMCOG13966","OTHER","0","0","0","1","12"
"SMCOG13967","OTHER","0","4","0","0","9"
"SMCOG13968","TRANSPORT","0","9","0","1","3"
"SMCOG13969","OTHER","0","0","0","0","13"
"SMCOG13970","OTHER","3","0","0","0","10"
"SMCOG13971","OTHER","0","0","0","4","9"
"SMCOG13972","OTHER","0","0","0","0","13"
"SMCOG13973","OTHER","0","0","0","0","13"
"SMCOG13974","REGULATOR","0","0","0","12","1"
"SMCOG13975","OTHER","0","0","0","0","13"
"SMCOG13976","OTHER","0","0","0","0","13"
"SMCOG13977","REGULATOR","0","0","0","12","1"
"SMCOG13978","OTHER","2","0","0","0","11"
"SMCOG13979","OTHER","0","0","0","0","13"
"SMCOG13980","OTHER","0","0","0","0","13"
"SMCOG13981","OTHER","0","0","0","0","13"
"SMCOG13982","OTHER","0","0","0","0","13"
"SMCOG13983","OTHER","0","0","0","0","13"
"SMCOG13984","OTHER","0","0","0","0","13"
"SMCOG13985","OTHER","0","0","0","0","13"
"SMCOG13986","TRANSPORT","0","6","0","0","7"
"SMCOG13987","OTHER","1","0","0","0","12"
"SMCOG13988","TRANSPORT","0","11","0","0","2"
