"smCOG name","main annotation","TAILORING","TRANSPORT","CORE","REGULATOR","OTHER"
"SMCOG18914","TAILORING","4","0","0","0","0"
"SMCOG18915","OTHER","0","0","0","0","4"
"SMCOG18916","TRANSPORT","0","2","0","0","2"
"SMCOG18917","OTHER","0","0","0","0","4"
"SMCOG18918","OTHER","0","0","0","0","4"
"SMCOG18919","OTHER","0","0","0","0","4"
"SMCOG18920","OTHER","0","0","0","0","4"
"SMCOG18921","OTHER","0","0","0","0","4"
"SMCOG18922","OTHER","0","0","0","0","4"
"SMCOG18923","OTHER","0","0","0","0","4"
"SMCOG18924","OTHER","0","0","0","0","4"
"SMCOG18925","OTHER","0","0","0","0","4"
"SMCOG18926","OTHER","0","0","0","0","4"
"SMCOG18927","OTHER","0","0","0","0","4"
"SMCOG18928","OTHER","1","0","0","0","3"
"SMCOG18929","CORE","0","0","2","0","2"
"SMCOG18930","OTHER","0","0","0","0","4"
"SMCOG18931","REGULATOR","0","0","0","2","2"
"SMCOG18932","OTHER","0","0","0","0","4"
"SMCOG18933","OTHER","0","0","0","0","4"
"SMCOG18934","OTHER","0","0","0","1","3"
"SMCOG18935","OTHER","0","0","0","0","4"
"SMCOG18936","OTHER","0","0","0","0","4"
"SMCOG18937","OTHER","0","0","0","0","4"
"SMCOG18938","OTHER","0","0","0","0","4"
"SMCOG18939","OTHER","0","0","0","0","4"
"SMCOG18940","OTHER","0","0","0","0","4"
"SMCOG18941","OTHER","0","0","0","0","4"
"SMCOG18942","CORE","0","0","2","0","2"
"SMCOG18943","OTHER","0","0","0","0","4"
"SMCOG18944","OTHER","0","0","0","0","4"
"SMCOG18945","OTHER","0","0","0","0","4"
"SMCOG18946","OTHER","0","0","0","0","4"
"SMCOG18947","OTHER","0","0","0","0","4"
"SMCOG18948","OTHER","0","0","0","0","4"
"SMCOG18949","OTHER","0","0","0","0","4"
"SMCOG18950","OTHER","0","0","0","0","4"
"SMCOG18951","OTHER","0","0","0","0","4"
"SMCOG18952","CORE","0","0","3","0","1"
"SMCOG18953","TAILORING","4","0","0","0","0"
"SMCOG18954","OTHER","0","0","0","0","4"
"SMCOG18955","OTHER","0","0","0","0","4"
"SMCOG18956","OTHER","0","0","0","0","4"
"SMCOG18957","OTHER","0","0","0","0","4"
"SMCOG18958","OTHER","0","0","0","0","4"
"SMCOG18959","OTHER","0","0","0","0","4"
"SMCOG18960","OTHER","0","0","0","0","4"
"SMCOG18961","OTHER","0","0","0","0","4"
"SMCOG18962","OTHER","0","0","0","0","4"
"SMCOG18963","OTHER","0","0","0","0","4"
"SMCOG18964","OTHER","0","0","0","0","4"
"SMCOG18965","OTHER","0","0","0","0","4"
"SMCOG18966","OTHER","0","0","0","0","4"
"SMCOG18967","OTHER","0","1","0","0","3"
"SMCOG18968","REGULATOR","0","0","0","4","0"
"SMCOG18969","OTHER","0","0","0","0","4"
"SMCOG18970","TRANSPORT","0","4","0","0","0"
"SMCOG18971","OTHER","0","0","0","0","4"
"SMCOG18972","OTHER","0","0","0","0","4"
"SMCOG18973","OTHER","0","0","0","0","4"
"SMCOG18974","TRANSPORT","0","2","0","0","2"
"SMCOG18975","OTHER","0","0","0","0","4"
"SMCOG18976","OTHER","0","0","0","0","4"
"SMCOG18977","OTHER","0","0","0","0","4"
"SMCOG18978","OTHER","0","0","0","0","4"
"SMCOG18979","OTHER","0","0","0","0","4"
"SMCOG18980","OTHER","0","0","0","0","4"
"SMCOG18981","OTHER","0","0","0","0","4"
"SMCOG18982","OTHER","0","0","0","0","4"
"SMCOG18983","OTHER","0","0","0","0","4"
"SMCOG18984","OTHER","0","0","0","0","4"
"SMCOG18985","OTHER","0","0","0","0","4"
"SMCOG18986","OTHER","0","0","0","0","4"
"SMCOG18987","OTHER","0","0","0","0","4"
"SMCOG18988","OTHER","0","0","0","0","4"
"SMCOG18989","OTHER","0","0","0","0","4"
"SMCOG18990","OTHER","0","0","0","0","4"
"SMCOG18991","OTHER","0","0","0","0","4"
"SMCOG18992","TAILORING","2","0","0","0","2"
"SMCOG18993","OTHER","0","0","0","0","4"
"SMCOG18994","OTHER","0","0","0","0","4"
"SMCOG18995","OTHER","0","0","0","0","4"
"SMCOG18996","TAILORING","3","0","0","0","1"
"SMCOG18997","OTHER","0","0","0","0","4"
"SMCOG18998","OTHER","0","0","0","0","4"
"SMCOG18999","REGULATOR","0","0","0","2","2"
"SMCOG19000","OTHER","0","0","0","0","4"
"SMCOG19001","OTHER","0","0","0","0","4"
"SMCOG19002","OTHER","0","0","0","0","4"
"SMCOG19003","OTHER","0","0","0","0","4"
"SMCOG19004","OTHER","0","0","0","0","4"
"SMCOG19005","OTHER","0","0","0","0","4"
"SMCOG19006","OTHER","0","0","0","0","4"
"SMCOG19007","OTHER","0","0","0","0","4"
"SMCOG19008","OTHER","0","0","0","0","4"
"SMCOG19009","OTHER","0","0","0","0","4"
"SMCOG19010","OTHER","0","0","0","0","4"
"SMCOG19011","OTHER","0","0","0","0","4"
"SMCOG19012","TAILORING","2","0","0","0","2"
"SMCOG19013","OTHER","0","0","0","0","4"
"SMCOG19014","OTHER","0","0","0","0","4"
"SMCOG19015","OTHER","0","0","0","0","4"
"SMCOG19016","TAILORING","3","0","0","0","1"
"SMCOG19017","OTHER","0","0","0","0","4"
"SMCOG19018","OTHER","1","0","0","0","3"
"SMCOG19019","OTHER","0","0","0","0","4"
"SMCOG19020","OTHER","0","0","0","0","4"
"SMCOG19021","OTHER","0","0","0","0","4"
"SMCOG19022","OTHER","0","0","0","0","4"
"SMCOG19023","REGULATOR","0","0","0","2","2"
"SMCOG19024","TRANSPORT","0","2","0","0","2"
"SMCOG19025","OTHER","0","0","0","0","4"
"SMCOG19026","OTHER","0","0","0","0","4"
"SMCOG19027","OTHER","1","0","0","0","3"
"SMCOG19028","OTHER","0","0","0","0","4"
"SMCOG19029","OTHER","0","0","0","0","4"
"SMCOG19030","TAILORING","2","0","0","0","2"
"SMCOG19031","OTHER","0","0","0","0","4"
"SMCOG19032","TAILORING","2","0","0","0","2"
"SMCOG19033","OTHER","0","0","0","0","4"
"SMCOG19034","OTHER","0","0","0","0","4"
"SMCOG19035","OTHER","0","0","0","0","4"
"SMCOG19036","OTHER","0","0","0","0","4"
"SMCOG19037","OTHER","0","0","0","0","4"
"SMCOG19038","OTHER","0","0","0","0","4"
"SMCOG19039","OTHER","0","0","0","0","4"
"SMCOG19040","OTHER","0","0","0","0","4"
"SMCOG19041","OTHER","0","0","0","0","4"
"SMCOG19042","OTHER","0","0","0","0","4"
"SMCOG19043","OTHER","0","0","0","0","4"
"SMCOG19044","OTHER","0","0","0","0","4"
"SMCOG19045","OTHER","0","0","0","0","4"
"SMCOG19046","OTHER","0","0","0","0","4"
"SMCOG19047","OTHER","0","0","0","0","4"
"SMCOG19048","REGULATOR","0","0","0","2","2"
"SMCOG19049","OTHER","0","0","0","0","4"
"SMCOG19050","OTHER","0","0","0","0","4"
"SMCOG19051","OTHER","0","0","0","0","4"
"SMCOG19052","OTHER","0","0","0","0","4"
"SMCOG19053","OTHER","0","0","0","0","4"
"SMCOG19054","OTHER","0","0","0","0","4"
"SMCOG19055","OTHER","0","0","0","0","4"
"SMCOG19056","OTHER","0","0","0","0","4"
"SMCOG19057","OTHER","0","0","0","0","4"
"SMCOG19058","OTHER","0","0","0","0","4"
"SMCOG19059","OTHER","0","0","0","1","3"
"SMCOG19060","OTHER","0","0","0","0","4"
"SMCOG19061","OTHER","0","0","0","0","4"
"SMCOG19062","OTHER","0","0","0","0","4"
"SMCOG19063","OTHER","0","0","0","0","4"
"SMCOG19064","OTHER","0","0","0","0","4"
"SMCOG19065","OTHER","0","0","0","0","4"
"SMCOG19066","OTHER","0","0","0","0","4"
"SMCOG19067","OTHER","0","0","0","0","4"
"SMCOG19068","OTHER","0","0","0","0","4"
"SMCOG19069","OTHER","0","0","0","0","4"
"SMCOG19070","OTHER","0","0","0","0","4"
"SMCOG19071","OTHER","0","0","0","0","4"
"SMCOG19072","OTHER","1","0","0","0","3"
"SMCOG19073","OTHER","0","0","0","0","4"
"SMCOG19074","OTHER","0","0","0","0","4"
"SMCOG19075","OTHER","0","0","0","0","4"
"SMCOG19076","OTHER","0","0","0","0","4"
"SMCOG19077","OTHER","0","0","0","0","4"
"SMCOG19078","REGULATOR","0","0","0","4","0"
"SMCOG19079","OTHER","0","0","0","0","4"
"SMCOG19080","OTHER","0","0","0","0","4"
"SMCOG19081","OTHER","0","0","0","0","4"
"SMCOG19082","OTHER","0","0","0","0","4"
"SMCOG19083","REGULATOR","0","0","0","3","1"
"SMCOG19084","OTHER","0","0","0","0","4"
"SMCOG19085","OTHER","0","0","0","0","4"
"SMCOG19086","OTHER","0","0","0","0","4"
"SMCOG19087","OTHER","0","0","0","0","4"
"SMCOG19088","OTHER","0","0","0","0","4"
"SMCOG19089","OTHER","0","0","0","0","4"
"SMCOG19090","OTHER","0","0","0","0","4"
"SMCOG19091","OTHER","0","0","0","0","4"
"SMCOG19092","OTHER","0","0","0","0","4"
"SMCOG19093","OTHER","1","0","0","0","3"
"SMCOG19094","OTHER","0","0","0","0","4"
"SMCOG19095","TRANSPORT","0","4","0","0","0"
"SMCOG19096","OTHER","0","0","0","1","3"
"SMCOG19097","TAILORING","2","0","0","0","2"
"SMCOG19098","OTHER","0","0","0","0","4"
"SMCOG19099","OTHER","0","0","0","0","4"
"SMCOG19100","OTHER","0","0","0","0","4"
"SMCOG19101","OTHER","0","0","0","0","4"
"SMCOG19102","REGULATOR","0","0","0","3","1"
"SMCOG19103","OTHER","0","0","0","0","4"
"SMCOG19104","OTHER","0","0","0","0","4"
"SMCOG19105","OTHER","0","0","0","0","4"
"SMCOG19106","OTHER","0","0","0","0","4"
"SMCOG19107","OTHER","0","0","0","0","4"
"SMCOG19108","OTHER","0","0","0","0","4"
"SMCOG19109","TAILORING","4","0","0","0","0"
"SMCOG19110","TRANSPORT","0","4","0","0","0"
"SMCOG19111","OTHER","0","0","0","0","4"
"SMCOG19112","TRANSPORT","0","2","0","0","2"
"SMCOG19113","OTHER","1","0","0","0","3"
"SMCOG19114","OTHER","0","0","0","0","4"
"SMCOG19115","OTHER","0","0","0","0","4"
"SMCOG19116","TAILORING","4","0","0","0","0"
"SMCOG19117","OTHER","0","0","0","0","4"
"SMCOG19118","OTHER","0","0","0","0","4"
"SMCOG19119","TAILORING","4","0","0","0","0"
"SMCOG19120","TAILORING","3","0","0","0","1"
"SMCOG19121","OTHER","0","0","0","0","4"
"SMCOG19122","OTHER","0","0","0","0","4"
"SMCOG19123","OTHER","0","0","0","0","4"
"SMCOG19124","OTHER","0","0","0","1","3"
"SMCOG19125","OTHER","0","0","0","0","4"
"SMCOG19126","OTHER","0","0","0","0","4"
"SMCOG19127","OTHER","0","0","0","0","4"
"SMCOG19128","OTHER","0","0","0","0","4"
"SMCOG19129","TRANSPORT","0","2","0","0","2"
"SMCOG19130","OTHER","0","0","0","0","4"
"SMCOG19131","OTHER","0","0","0","0","4"
"SMCOG19132","TRANSPORT","0","2","0","0","2"
"SMCOG19133","OTHER","0","0","0","0","4"
"SMCOG19134","OTHER","0","0","0","0","4"
"SMCOG19135","OTHER","0","0","0","0","4"
"SMCOG19136","OTHER","0","0","0","0","4"
"SMCOG19137","OTHER","0","0","0","0","4"
"SMCOG19138","OTHER","0","0","0","0","4"
"SMCOG19139","TAILORING","2","0","0","0","2"
"SMCOG19140","OTHER","0","0","0","0","4"
"SMCOG19141","OTHER","0","0","0","0","4"
"SMCOG19142","OTHER","0","0","0","0","4"
"SMCOG19143","OTHER","0","0","0","0","4"
"SMCOG19144","OTHER","0","0","0","0","4"
"SMCOG19145","OTHER","0","0","0","0","4"
"SMCOG19146","OTHER","0","0","0","0","4"
"SMCOG19147","OTHER","0","0","0","0","4"
"SMCOG19148","OTHER","0","0","0","0","4"
"SMCOG19149","OTHER","0","0","0","0","4"
"SMCOG19150","OTHER","0","0","0","0","4"
"SMCOG19151","OTHER","0","0","0","0","4"
"SMCOG19152","OTHER","0","0","0","0","4"
"SMCOG19153","OTHER","0","0","0","0","4"
"SMCOG19154","OTHER","0","0","0","0","4"
"SMCOG19155","OTHER","0","0","0","0","4"
"SMCOG19156","OTHER","0","0","0","0","4"
"SMCOG19157","OTHER","0","0","0","0","4"
"SMCOG19158","REGULATOR","0","0","0","4","0"
"SMCOG19159","OTHER","0","0","0","0","4"
"SMCOG19160","OTHER","0","0","0","0","4"
"SMCOG19161","OTHER","0","0","0","0","4"
"SMCOG19162","OTHER","0","0","0","0","4"
"SMCOG19163","TRANSPORT","0","3","0","0","1"
"SMCOG19164","OTHER","1","0","0","0","3"
"SMCOG19165","OTHER","0","0","0","0","4"
"SMCOG19166","TAILORING","4","0","0","0","0"
"SMCOG19167","TAILORING","2","0","0","0","2"
"SMCOG19168","OTHER","0","0","0","0","4"
"SMCOG19169","OTHER","0","0","0","0","4"
"SMCOG19170","OTHER","0","0","0","0","4"
"SMCOG19171","OTHER","0","0","0","0","4"
"SMCOG19172","TRANSPORT","0","3","0","0","1"
"SMCOG19173","OTHER","0","0","0","0","4"
"SMCOG19174","OTHER","0","0","0","0","4"
"SMCOG19175","OTHER","0","0","0","0","4"
"SMCOG19176","OTHER","0","0","0","0","4"
"SMCOG19177","OTHER","0","0","0","0","4"
"SMCOG19178","TAILORING","2","0","0","0","2"
"SMCOG19179","OTHER","0","0","0","0","4"
"SMCOG19180","OTHER","0","0","0","0","4"
"SMCOG19181","OTHER","0","0","0","0","4"
"SMCOG19182","OTHER","0","0","0","0","4"
"SMCOG19183","OTHER","0","0","0","0","4"
"SMCOG19184","TRANSPORT","0","3","0","0","1"
"SMCOG19185","TRANSPORT","0","3","0","0","1"
"SMCOG19186","OTHER","0","0","0","0","4"
"SMCOG19187","OTHER","0","0","0","0","4"
"SMCOG19188","OTHER","0","0","0","0","4"
"SMCOG19189","OTHER","0","0","0","0","4"
"SMCOG19190","OTHER","0","0","0","0","4"
"SMCOG19191","OTHER","0","0","0","0","4"
"SMCOG19192","OTHER","0","0","0","0","4"
"SMCOG19193","OTHER","0","0","0","0","4"
"SMCOG19194","OTHER","0","0","0","0","4"
"SMCOG19195","OTHER","0","0","0","0","4"
"SMCOG19196","OTHER","0","0","0","0","4"
"SMCOG19197","OTHER","0","0","0","0","4"
"SMCOG19198","OTHER","0","0","0","0","4"
"SMCOG19199","OTHER","0","0","0","0","4"
"SMCOG19200","OTHER","0","0","0","0","4"
"SMCOG19201","OTHER","0","0","0","0","4"
"SMCOG19202","OTHER","0","0","0","0","4"
"SMCOG19203","OTHER","0","0","0","0","4"
"SMCOG19204","OTHER","0","0","0","0","4"
"SMCOG19205","OTHER","0","0","0","0","4"
"SMCOG19206","REGULATOR","0","0","0","3","1"
"SMCOG19207","OTHER","0","0","0","0","4"
"SMCOG19208","OTHER","0","0","0","0","4"
"SMCOG19209","OTHER","0","0","0","0","4"
"SMCOG19210","OTHER","0","0","0","0","4"
"SMCOG19211","OTHER","0","0","0","0","4"
"SMCOG19212","OTHER","1","0","0","0","3"
"SMCOG19213","OTHER","0","0","0","0","4"
"SMCOG19214","OTHER","0","0","0","0","4"
"SMCOG19215","OTHER","0","0","0","0","4"
"SMCOG19216","OTHER","0","0","0","0","4"
"SMCOG19217","OTHER","0","0","0","0","4"
"SMCOG19218","REGULATOR","0","0","0","2","2"
"SMCOG19219","TAILORING","3","0","0","0","1"
"SMCOG19220","TRANSPORT","0","3","0","0","1"
"SMCOG19221","OTHER","0","0","0","0","4"
"SMCOG19222","OTHER","0","0","0","0","4"
"SMCOG19223","OTHER","0","0","0","0","4"
"SMCOG19224","OTHER","0","0","0","0","4"
"SMCOG19225","OTHER","0","0","1","0","3"
"SMCOG19226","REGULATOR","0","0","0","2","2"
"SMCOG19227","OTHER","0","0","0","1","3"
"SMCOG19228","OTHER","0","0","0","0","4"
"SMCOG19229","REGULATOR","0","0","0","3","1"
"SMCOG19230","OTHER","0","0","0","0","4"
"SMCOG19231","REGULATOR","0","0","0","2","2"
"SMCOG19232","OTHER","0","0","0","0","4"
"SMCOG19233","OTHER","0","0","1","0","3"
"SMCOG19234","OTHER","0","0","0","0","4"
"SMCOG19235","OTHER","0","0","0","0","4"
"SMCOG19236","OTHER","0","0","0","0","4"
"SMCOG19237","OTHER","0","0","0","0","4"
"SMCOG19238","REGULATOR","0","0","0","3","1"
"SMCOG19239","OTHER","0","0","0","0","4"
"SMCOG19240","OTHER","0","0","0","0","4"
"SMCOG19241","OTHER","0","0","0","0","4"
"SMCOG19242","TRANSPORT","0","4","0","0","0"
"SMCOG19243","OTHER","0","0","0","0","4"
"SMCOG19244","REGULATOR","0","0","0","3","1"
"SMCOG19245","OTHER","0","0","0","0","4"
"SMCOG19246","OTHER","1","0","0","0","3"
"SMCOG19247","TAILORING","2","0","0","0","2"
"SMCOG19248","OTHER","0","0","0","0","4"
"SMCOG19249","OTHER","0","1","0","0","3"
"SMCOG19250","TAILORING","3","0","0","0","1"
"SMCOG19251","OTHER","0","0","0","0","4"
"SMCOG19252","OTHER","0","0","0","0","4"
"SMCOG19253","OTHER","0","0","0","0","4"
"SMCOG19254","OTHER","0","0","0","0","4"
"SMCOG19255","OTHER","0","0","0","0","4"
"SMCOG19256","OTHER","0","0","0","0","4"
"SMCOG19257","OTHER","0","0","0","0","4"
"SMCOG19258","OTHER","0","0","0","0","4"
"SMCOG19259","OTHER","1","0","0","0","3"
"SMCOG19260","TAILORING","2","0","0","0","2"
"SMCOG19261","OTHER","0","0","0","0","4"
"SMCOG19262","TRANSPORT","0","3","0","0","1"
"SMCOG19263","OTHER","0","0","0","0","4"
"SMCOG19264","OTHER","0","0","0","0","4"
"SMCOG19265","OTHER","0","0","0","0","4"
"SMCOG19266","OTHER","0","0","0","0","4"
"SMCOG19267","OTHER","0","0","0","0","4"
"SMCOG19268","OTHER","0","0","0","0","4"
"SMCOG19269","OTHER","0","0","0","0","4"
"SMCOG19270","OTHER","0","0","0","0","4"
"SMCOG19271","OTHER","0","0","0","0","4"
"SMCOG19272","OTHER","0","0","0","0","4"
"SMCOG19273","OTHER","0","0","0","0","4"
"SMCOG19274","OTHER","0","0","0","0","4"
"SMCOG19275","OTHER","0","0","0","0","4"
"SMCOG19276","TAILORING","4","0","0","0","0"
"SMCOG19277","OTHER","0","0","0","0","4"
"SMCOG19278","OTHER","0","0","0","0","4"
"SMCOG19279","OTHER","0","0","0","0","4"
"SMCOG19280","OTHER","0","0","0","0","4"
"SMCOG19281","OTHER","0","0","0","0","4"
"SMCOG19282","OTHER","0","0","0","0","4"
"SMCOG19283","OTHER","0","0","0","0","4"
"SMCOG19284","OTHER","0","0","0","0","4"
"SMCOG19285","OTHER","0","0","0","0","4"
"SMCOG19286","OTHER","0","0","0","1","3"
"SMCOG19287","OTHER","0","0","0","0","4"
"SMCOG19288","OTHER","0","0","0","0","4"
"SMCOG19289","OTHER","0","0","0","1","3"
"SMCOG19290","OTHER","0","0","0","0","4"
"SMCOG19291","OTHER","0","0","0","0","4"
"SMCOG19292","OTHER","0","0","0","0","4"
"SMCOG19293","OTHER","0","0","0","0","4"
"SMCOG19294","CORE","0","0","2","0","2"
"SMCOG19295","OTHER","1","0","0","0","3"
"SMCOG19296","OTHER","0","0","0","0","4"
"SMCOG19297","OTHER","0","0","0","0","4"
"SMCOG19298","REGULATOR","0","0","0","3","1"
"SMCOG19299","OTHER","0","0","0","0","4"
"SMCOG19300","OTHER","0","0","0","0","4"
"SMCOG19301","OTHER","0","0","0","0","4"
"SMCOG19302","OTHER","0","0","0","0","4"
"SMCOG19303","OTHER","0","0","0","0","4"
"SMCOG19304","OTHER","0","0","0","0","4"
"SMCOG19305","OTHER","0","0","0","0","4"
"SMCOG19306","OTHER","0","0","0","0","4"
"SMCOG19307","OTHER","0","0","0","0","4"
"SMCOG19308","OTHER","0","0","0","0","4"
"SMCOG19309","OTHER","0","0","0","0","4"
"SMCOG19310","OTHER","0","0","0","0","4"
"SMCOG19311","OTHER","0","0","0","1","3"
"SMCOG19312","OTHER","0","0","0","0","4"
"SMCOG19313","OTHER","0","0","0","0","4"
"SMCOG19314","OTHER","0","0","0","0","4"
"SMCOG19315","OTHER","0","0","0","0","4"
"SMCOG19316","OTHER","0","0","0","0","4"
"SMCOG19317","OTHER","0","0","0","0","4"
"SMCOG19318","OTHER","0","0","0","0","4"
"SMCOG19319","OTHER","0","0","0","0","4"
"SMCOG19320","REGULATOR","0","0","0","2","2"
"SMCOG19321","OTHER","0","0","0","0","4"
"SMCOG19322","OTHER","0","0","0","0","4"
"SMCOG19323","OTHER","0","0","0","0","4"
"SMCOG19324","OTHER","0","0","0","0","4"
"SMCOG19325","OTHER","0","0","0","0","4"
"SMCOG19326","OTHER","0","0","0","0","4"
"SMCOG19327","OTHER","0","1","0","0","3"
"SMCOG19328","OTHER","0","0","0","0","4"
"SMCOG19329","OTHER","0","0","0","0","4"
"SMCOG19330","OTHER","0","0","0","0","4"
"SMCOG19331","OTHER","0","0","0","0","4"
"SMCOG19332","TAILORING","2","0","0","0","2"
"SMCOG19333","OTHER","0","0","0","0","4"
"SMCOG19334","OTHER","0","0","0","0","4"
"SMCOG19335","REGULATOR","0","0","0","4","0"
"SMCOG19336","OTHER","0","0","0","0","4"
"SMCOG19337","OTHER","0","0","0","0","4"
"SMCOG19338","OTHER","0","0","0","0","4"
"SMCOG19339","OTHER","0","0","0","0","4"
"SMCOG19340","OTHER","0","0","0","0","4"
"SMCOG19341","OTHER","0","0","0","0","4"
"SMCOG19342","OTHER","0","0","0","0","4"
"SMCOG19343","REGULATOR","0","0","0","4","0"
"SMCOG19344","TAILORING","2","0","0","0","2"
"SMCOG19345","OTHER","0","0","0","0","4"
"SMCOG19346","OTHER","0","0","0","0","4"
"SMCOG19347","OTHER","0","0","0","0","4"
"SMCOG19348","OTHER","0","0","0","0","4"
"SMCOG19349","OTHER","0","0","0","0","4"
"SMCOG19350","OTHER","0","0","0","0","4"
"SMCOG19351","TAILORING","4","0","0","0","0"
"SMCOG19352","OTHER","0","0","0","0","4"
"SMCOG19353","OTHER","0","0","0","0","4"
"SMCOG19354","OTHER","0","0","0","0","4"
"SMCOG19355","OTHER","0","0","0","0","4"
"SMCOG19356","OTHER","0","0","0","0","4"
"SMCOG19357","OTHER","0","0","0","0","4"
"SMCOG19358","OTHER","0","0","0","0","4"
"SMCOG19359","OTHER","0","0","0","0","4"
"SMCOG19360","OTHER","0","0","0","0","4"
"SMCOG19361","OTHER","0","0","0","0","4"
"SMCOG19362","OTHER","0","0","0","0","4"
"SMCOG19363","OTHER","0","0","0","0","4"
"SMCOG19364","CORE","0","0","3","0","1"
"SMCOG19365","OTHER","0","0","0","0","4"
"SMCOG19366","OTHER","0","0","0","0","4"
"SMCOG19367","OTHER","0","0","0","0","4"
"SMCOG19368","OTHER","0","0","0","0","4"
"SMCOG19369","REGULATOR","0","0","0","3","1"
"SMCOG19370","OTHER","0","0","0","0","4"
"SMCOG19371","OTHER","0","0","0","0","4"
"SMCOG19372","OTHER","1","0","0","0","3"
"SMCOG19373","OTHER","0","0","0","0","4"
"SMCOG19374","OTHER","0","0","0","0","4"
"SMCOG19375","OTHER","0","0","0","0","4"
"SMCOG19376","OTHER","0","0","0","0","4"
"SMCOG19377","OTHER","0","0","0","0","4"
"SMCOG19378","OTHER","0","0","0","0","4"
"SMCOG19379","OTHER","0","0","0","0","4"
"SMCOG19380","OTHER","0","0","0","0","4"
"SMCOG19381","TAILORING","3","0","0","0","1"
"SMCOG19382","OTHER","0","0","0","0","4"
"SMCOG19383","OTHER","0","0","0","0","4"
"SMCOG19384","OTHER","0","0","0","0","4"
"SMCOG19385","OTHER","0","0","0","0","4"
"SMCOG19386","OTHER","0","0","0","0","4"
"SMCOG19387","OTHER","0","0","0","0","4"
"SMCOG19388","OTHER","0","0","0","0","4"
"SMCOG19389","TRANSPORT","0","4","0","0","0"
"SMCOG19390","OTHER","0","0","0","0","4"
"SMCOG19391","OTHER","0","0","0","0","4"
"SMCOG19392","OTHER","0","0","0","0","4"
"SMCOG19393","OTHER","0","0","0","0","4"
"SMCOG19394","REGULATOR","0","0","0","4","0"
"SMCOG19395","OTHER","0","0","0","0","4"
"SMCOG19396","OTHER","1","0","0","0","3"
"SMCOG19397","OTHER","0","0","0","0","4"
"SMCOG19398","OTHER","0","0","0","0","4"
"SMCOG19399","OTHER","0","0","0","0","4"
"SMCOG19400","TRANSPORT","0","3","0","0","1"
"SMCOG19401","TAILORING","4","0","0","0","0"
"SMCOG19402","OTHER","0","0","0","0","4"
"SMCOG19403","CORE","0","0","4","0","0"
"SMCOG19404","OTHER","0","0","0","0","4"
"SMCOG19405","OTHER","0","0","0","0","4"
"SMCOG19406","OTHER","0","0","0","0","4"
"SMCOG19407","OTHER","0","0","0","0","4"
"SMCOG19408","OTHER","0","0","0","0","4"
"SMCOG19409","OTHER","0","0","0","0","4"
"SMCOG19410","OTHER","0","0","0","0","4"
"SMCOG19411","OTHER","0","0","0","0","4"
"SMCOG19412","OTHER","0","0","0","0","4"
"SMCOG19413","OTHER","0","1","0","0","3"
"SMCOG19414","OTHER","0","0","0","0","4"
"SMCOG19415","OTHER","0","0","0","0","4"
"SMCOG19416","OTHER","0","0","0","0","4"
"SMCOG19417","OTHER","0","0","0","0","4"
"SMCOG19418","OTHER","0","0","0","0","4"
"SMCOG19419","OTHER","0","0","0","0","4"
"SMCOG19420","OTHER","0","0","0","0","4"
"SMCOG19421","OTHER","0","0","0","0","4"
"SMCOG19422","OTHER","0","0","0","0","4"
"SMCOG19423","OTHER","0","0","0","0","4"
"SMCOG19424","OTHER","0","0","0","0","4"
"SMCOG19425","REGULATOR","0","0","0","2","2"
"SMCOG19426","OTHER","0","0","0","0","4"
"SMCOG19427","TAILORING","2","0","0","0","2"
"SMCOG19428","TAILORING","4","0","0","0","0"
"SMCOG19429","OTHER","0","0","0","0","4"
"SMCOG19430","OTHER","0","0","0","0","4"
"SMCOG19431","OTHER","1","0","0","0","3"
"SMCOG19432","OTHER","0","0","0","0","4"
"SMCOG19433","OTHER","0","0","0","0","4"
"SMCOG19434","OTHER","0","0","0","0","4"
"SMCOG19435","OTHER","0","0","0","0","4"
"SMCOG19436","OTHER","0","0","0","0","4"
"SMCOG19437","OTHER","1","0","0","0","3"
"SMCOG19438","OTHER","0","0","0","0","4"
"SMCOG19439","TAILORING","3","0","0","0","1"
"SMCOG19440","OTHER","0","0","0","0","4"
"SMCOG19441","OTHER","0","0","0","0","4"
"SMCOG19442","OTHER","0","0","0","0","4"
"SMCOG19443","OTHER","0","0","0","0","4"
"SMCOG19444","OTHER","0","0","0","0","4"
"SMCOG19445","OTHER","0","0","0","0","4"
"SMCOG19446","REGULATOR","0","0","0","3","1"
"SMCOG19447","TAILORING","4","0","0","0","0"
"SMCOG19448","OTHER","0","0","0","0","4"
"SMCOG19449","OTHER","0","0","0","0","4"
"SMCOG19450","TAILORING","2","0","0","0","2"
"SMCOG19451","OTHER","0","0","0","0","4"
"SMCOG19452","OTHER","0","0","0","0","4"
"SMCOG19453","TAILORING","3","0","0","0","1"
"SMCOG19454","OTHER","1","0","0","0","3"
"SMCOG19455","OTHER","0","0","0","0","4"
"SMCOG19456","OTHER","0","0","0","0","4"
"SMCOG19457","OTHER","0","0","0","0","4"
"SMCOG19458","OTHER","0","0","0","0","4"
"SMCOG19459","OTHER","0","0","0","0","4"
"SMCOG19460","OTHER","0","0","0","0","4"
"SMCOG19461","OTHER","0","0","0","0","4"
"SMCOG19462","OTHER","0","0","0","0","4"
"SMCOG19463","TAILORING","4","0","0","0","0"
"SMCOG19464","OTHER","0","0","0","0","4"
"SMCOG19465","OTHER","0","0","0","0","4"
"SMCOG19466","OTHER","0","0","0","0","4"
